Id;Namn;Ägare;Nät;Latitud;Longitud;Höjd (m);Från;Till;Aktiv;Mobil;Vattendrag;Vattendragsnr;Area (km²)
139200;Kasa D;SMHI;SMHIs stationsnät;63,3266;19,0532;30;1945-01-01;1986-07-01;Nej;Nej;undefined;NaN;NaN
188820;Katterjåkk;SMHI;SMHIs stationsnät;68,4207;18,1670;513,911;1969-09-01;2019-05-01;Nej;Nej;undefined;NaN;NaN
188850;Katterjåkk A;SMHI;SMHIs stationsnät;68,4202;18,1680;514,248;2008-11-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
189780;Kattuvuoma;SMHI;SMHIs stationsnät;68,2833;19,9000;355;1961-01-01;1971-10-01;Nej;Nej;undefined;NaN;NaN
106160;Kerstinbo A;SMHI;SMHIs stationsnät;60,2683;16,9738;55,695;1995-08-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
85460;Kettstaka A;SMHI;SMHIs stationsnät;58,7162;15,0271;224,876;1995-08-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
94190;Kilsbergen-Suttarboda A;SMHI;SMHIs stationsnät;59,2996;14,8956;218,353;1995-08-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
75650;Kimramåla;SMHI;SMHIs stationsnät;57,0000;15,8470;146;1945-01-01;1947-01-01;Nej;Nej;undefined;NaN;NaN
73610;Kinnared;SMHI;SMHIs stationsnät;57,0333;13,1166;100;1961-01-01;1971-01-01;Nej;Nej;undefined;NaN;NaN
25080;Kiruna;SMHI;Övriga stationer;67,8565;20,2937;0;2025-12-11;2026-02-10;Ja;Ja;undefined;NaN;NaN
180960;Kiruna;SMHI;SMHIs stationsnät;67,8500;20,2333;505;1898-08-01;1965-01-01;Nej;Nej;undefined;NaN;NaN
180940;Kiruna Flygplats;Swedavia;SMHIs stationsnät;67,8270;20,3387;459;1957-07-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
155770;Kittelfjäll;SMHI;SMHIs stationsnät;65,2500;15,5000;560;1961-01-01;1966-05-01;Nej;Nej;undefined;NaN;NaN
83670;Klagstorp;SMHI;SMHIs stationsnät;58,3331;13,8804;130;1940-01-01;1964-01-01;Nej;Nej;undefined;NaN;NaN
154720;Klimpfjäll;SMHI;SMHIs stationsnät;65,0620;14,7908;594;1945-01-01;1995-12-01;Nej;Nej;undefined;NaN;NaN
133221;Klockars;SMHI;SMHIs stationsnät;63,3357;13,4145;361;1926-05-01;1935-07-01;Nej;Nej;undefined;NaN;NaN
95530;Kloten;SMHI;SMHIs stationsnät;59,8707;15,2544;285;1978-06-01;2010-09-01;Nej;Nej;undefined;NaN;NaN
95540;Kloten A;SMHI;SMHIs stationsnät;59,8703;15,2522;283,21;2009-08-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
150640;Klutmark;SMHI;SMHIs stationsnät;64,7500;20,6333;80;1950-09-01;1966-07-01;Nej;Nej;undefined;NaN;NaN
124320;Klövsjö;SMHI;SMHIs stationsnät;62,5335;14,2028;549;1977-10-01;1996-01-01;Nej;Nej;undefined;NaN;NaN
124300;Klövsjöhöjden A;SMHI;SMHIs stationsnät;62,4952;14,1542;802,503;1995-11-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
63320;Knäred;SMHI;SMHIs stationsnät;56,5216;13,3369;60;1940-10-01;1971-01-01;Nej;Nej;undefined;NaN;NaN
103570;Knås;SMHI;SMHIs stationsnät;60,9676;13,8985;280;1987-10-01;1989-03-01;Nej;Nej;undefined;NaN;NaN
82100;Koberg;SMHI;SMHIs stationsnät;58,1666;12,4166;78;1921-07-01;1956-04-01;Nej;Nej;undefined;NaN;NaN
63610;Kolleberga;SMHI;SMHIs stationsnät;56,0666;13,2666;50;1949-06-01;1964-10-01;Nej;Nej;undefined;NaN;NaN
86420;Kolmården-Strömsfors A;SMHI;SMHIs stationsnät;58,6892;16,3069;153,613;1995-12-15;2026-02-10;Ja;Ja;undefined;NaN;NaN
86650;Kolmårdssanatoriet;SMHI;SMHIs stationsnät;58,6664;16,3301;90;1930-01-01;1948-02-01;Nej;Nej;undefined;NaN;NaN
182720;Kompelusvaara;SMHI;SMHIs stationsnät;67,0919;22,2178;263;1961-01-01;1985-03-01;Nej;Nej;undefined;NaN;NaN
173960;Korpilombolo M;SMHI;SMHIs stationsnät;66,8542;23,0571;178;1966-02-01;1995-09-01;Nej;Nej;undefined;NaN;NaN
145280;Korsselbränna;SMHI;SMHIs stationsnät;64,4571;15,5423;178;1958-12-01;1976-01-01;Nej;Nej;undefined;NaN;NaN
133500;Korsvattnet A;SMHI;SMHIs stationsnät;63,8385;13,5009;716,605;1995-10-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
65510;Kosta;Försvarsmakten;SMHIs stationsnät;56,8410;15,4710;230;1996-05-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
137040;Kramfors-Gistgårdsön;SMHI;SMHIs stationsnät;63,0502;17,7658;5;1976-09-01;1996-05-01;Nej;Nej;undefined;NaN;NaN
106340;Kratte masugn;SMHI;SMHIs stationsnät;60,4528;16,3861;160;1950-03-01;1954-05-01;Nej;Nej;undefined;NaN;NaN
64030;Kristianstad;SMHI;SMHIs stationsnät;56,0221;14,1700;−1,069;1878-05-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
54550;Kristianstad Everöd;SMHI;SMHIs stationsnät;55,9245;14,0842;17;1962-01-01;1996-01-01;Nej;Nej;undefined;NaN;NaN
81150;Kristineberg;SMHI;SMHIs stationsnät;58,2500;11,4500;5;1919-01-01;1960-04-01;Nej;Nej;undefined;NaN;NaN
94180;Kristinehamn;SMHI;SMHIs stationsnät;59,3102;14,0994;46,71;1941-07-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
148300;Kroksjö;SMHI;SMHIs stationsnät;64,5073;17,9934;500;1969-08-01;2013-07-01;Nej;Nej;undefined;NaN;NaN
54391;Kronovall;SMHI;SMHIs stationsnät;55,6413;14,0488;125;1931-06-01;1932-04-01;Nej;Nej;undefined;NaN;NaN
82360;Kroppefjäll-Granan A;SMHI;SMHIs stationsnät;58,6065;12,1973;173,75;1995-08-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
114330;Kräckelbäcken;SMHI;SMHIs stationsnät;61,5500;14,2000;670;1968-10-01;1977-12-01;Nej;Nej;undefined;NaN;NaN
136090;Krångede A;SMHI;SMHIs stationsnät;63,1512;16,1699;183,123;1965-04-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
117430;Kuggören A;SMHI;SMHIs stationsnät;61,7027;17,5216;8,568;1970-07-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
149610;Kulbäcksliden;SMHI;SMHIs stationsnät;64,2000;19,5666;200;1958-02-01;1968-01-01;Nej;Nej;undefined;NaN;NaN
62190;Kullen;SMHI;SMHIs stationsnät;56,3012;12,4540;72;1949-01-01;1998-03-01;Nej;Nej;undefined;NaN;NaN
85390;Kvarn;Försvarsmakten;SMHIs stationsnät;58,6450;15,4340;71,9;2010-03-01;2026-02-01;Nej;Nej;undefined;NaN;NaN
114270;Kvarnberg;SMHI;SMHIs stationsnät;61,4446;14,8744;434;1934-10-01;1973-02-01;Nej;Nej;undefined;NaN;NaN
95660;Kvarntorp;SMHI;SMHIs stationsnät;59,1164;15,2636;60;1961-01-01;1962-01-01;Nej;Nej;undefined;NaN;NaN
167980;Kvikkjokk-Årrenjarka;SMHI;SMHIs stationsnät;66,8876;18,0179;314;1887-09-01;2013-04-01;Nej;Nej;undefined;NaN;NaN
167990;Kvikkjokk-Årrenjarka A;SMHI;SMHIs stationsnät;66,8874;18,0198;314,692;2008-11-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
83660;Kvänum;SMHI;SMHIs stationsnät;58,3165;13,1472;75;1949-01-01;1962-05-01;Nej;Nej;undefined;NaN;NaN
92630;Kyrkerud;SMHI;SMHIs stationsnät;59,3833;12,1166;110;1945-01-01;1969-05-01;Nej;Nej;undefined;NaN;NaN
72140;Källsjö;SMHI;SMHIs stationsnät;57,2322;12,7018;153,9;2008-10-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
71510;Kärna;SMHI;SMHIs stationsnät;57,8421;11,8049;20,66;2009-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
85650;Kärnskogen;SMHI;SMHIs stationsnät;58,8500;15,2833;108;1950-01-01;1963-05-01;Nej;Nej;undefined;NaN;NaN
53480;Kävlinge;SMHI;SMHIs stationsnät;55,8000;13,1000;30;1945-01-01;1966-06-01;Nej;Nej;undefined;NaN;NaN
98400;Kårsta;SMHI;SMHIs stationsnät;59,6575;18,2718;20;1952-10-01;1992-03-01;Nej;Nej;undefined;NaN;NaN
104600;Kölaråsen;SMHI;SMHIs stationsnät;60,2663;14,3637;340;1945-01-01;1949-11-01;Nej;Nej;undefined;NaN;NaN
96310;Köping;SMHI;SMHIs stationsnät;59,5171;15,9909;10;1968-07-01;1988-10-01;Nej;Nej;undefined;NaN;NaN
53270;Köpinge;SMHI;SMHIs stationsnät;55,4575;13,9379;10;1945-01-01;1975-01-01;Nej;Nej;undefined;NaN;NaN
182930;Lainio;SMHI;SMHIs stationsnät;67,7604;22,3464;321,571;1925-02-01;2025-01-01;Nej;Nej;undefined;NaN;NaN
167730;Laisvallsby;SMHI;SMHIs stationsnät;66,1347;17,1748;460;1973-09-01;1982-07-01;Nej;Nej;undefined;NaN;NaN
171790;Lakaträsk A;SMHI;SMHIs stationsnät;66,2789;21,1285;185,031;1995-11-21;2026-02-10;Ja;Ja;undefined;NaN;NaN
19;Landskrona;Icke namngiven ägare;Övriga stationer;55,8700;12,8500;10;2013-01-01;2017-04-01;Nej;Nej;undefined;NaN;NaN
87450;Landsort;SMHI;SMHIs stationsnät;58,7404;17,8655;12,653;1848-06-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
87440;Landsort A;SMHI;SMHIs stationsnät;58,7429;17,8684;17,484;1995-08-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
83210;Lanna;SMHI;SMHIs stationsnät;58,3472;13,1270;74,87;1931-01-01;1988-01-01;Nej;Nej;undefined;NaN;NaN
74640;Lannaskede;SMHI;SMHIs stationsnät;57,3832;14,8638;210;1921-07-01;1959-01-01;Nej;Nej;undefined;NaN;NaN
192710;Lannavaara;SMHI;SMHIs stationsnät;68,0502;21,9814;630;1923-10-01;1983-07-01;Nej;Nej;undefined;NaN;NaN
171770;Lappträsket;SMHI;SMHIs stationsnät;66,2283;21,7881;60;1969-12-01;1971-06-01;Nej;Nej;undefined;NaN;NaN
171710;Lassbyn;SMHI;SMHIs stationsnät;66,0689;21,8228;30;1944-02-01;1946-05-01;Nej;Nej;undefined;NaN;NaN
180770;Latnivaara A;SMHI;SMHIs stationsnät;67,2551;20,2704;453,191;1995-11-21;2026-02-10;Ja;Ja;undefined;NaN;NaN
146380;Laxbäcken;SMHI;SMHIs stationsnät;64,6389;16,4142;345;1942-01-01;2017-10-01;Nej;Nej;undefined;NaN;NaN
104120;Lejen;SMHI;SMHIs stationsnät;60,2000;14,4000;340;1949-11-01;1976-12-01;Nej;Nej;undefined;NaN;NaN
105450;Leksand;SMHI;SMHIs stationsnät;60,7248;15,0143;172,638;1963-08-01;2025-11-12;Nej;Nej;undefined;NaN;NaN
91620;Lennartsfors;SMHI;SMHIs stationsnät;59,3000;11,9333;125;1949-07-01;1964-10-01;Nej;Nej;undefined;NaN;NaN
65450;Lessebo;SMHI;SMHIs stationsnät;56,7486;15,2747;170;1921-11-01;2006-08-01;Nej;Nej;undefined;NaN;NaN
63670;Lidhult;SMHI;SMHIs stationsnät;56,8333;13,4473;170;1923-07-01;1957-06-01;Nej;Nej;undefined;NaN;NaN
83320;Lidköping;SMHI;SMHIs stationsnät;58,5029;13,1274;49,29;1945-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
83360;Lidköpings sockerbruk;SMHI;SMHIs stationsnät;58,5083;13,1667;47;1937-04-01;1945-01-01;Nej;Nej;undefined;NaN;NaN
103600;Likenäs;SMHI;SMHIs stationsnät;60,6496;13,0140;160;1919-01-01;1962-09-01;Nej;Nej;undefined;NaN;NaN
114510;Lillhärdal;SMHI;SMHIs stationsnät;61,8547;14,0921;440;1969-01-01;2016-11-05;Nej;Nej;undefined;NaN;NaN
161810;Lillpite;SMHI;SMHIs stationsnät;65,3750;21,1653;15;1945-01-01;1948-09-01;Nej;Nej;undefined;NaN;NaN
11032;Linderöd;SMHI;Övriga stationer;55,9258;13,8277;0;2026-01-23;2026-02-10;Ja;Ja;undefined;NaN;NaN
95350;Lindesberg;SMHI;SMHIs stationsnät;59,5737;15,2365;70;1952-05-01;1986-04-01;Nej;Nej;undefined;NaN;NaN
85250;Linköping;SMHI;SMHIs stationsnät;58,4166;15,6333;64;1858-12-01;1977-09-01;Nej;Nej;undefined;NaN;NaN
85240;Linköping-Malmslätt;Försvarsmakten;SMHIs stationsnät;58,3980;15,5230;94;1944-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
134180;Lit;SMHI;SMHIs stationsnät;63,3081;14,8517;270;1952-01-01;1952-12-01;Nej;Nej;undefined;NaN;NaN
126310;Ljungaverk;SMHI;SMHIs stationsnät;62,4861;16,0694;85;1955-01-01;1962-08-01;Nej;Nej;undefined;NaN;NaN
63500;Ljungby;SMHI;SMHIs stationsnät;56,8203;13,9469;145;1928-08-01;2008-09-01;Nej;Nej;undefined;NaN;NaN
63510;Ljungby A;SMHI;SMHIs stationsnät;56,8525;13,8794;148,485;1995-08-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
63050;Ljungbyhed;SMHI;SMHIs stationsnät;56,0752;13,2318;43;1949-01-01;2001-07-17;Nej;Nej;undefined;NaN;NaN
81130;Ljungskile;SMHI;SMHIs stationsnät;58,2159;11,9321;70;1980-06-01;1996-02-01;Nej;Nej;undefined;NaN;NaN
126460;Ljungå;SMHI;SMHIs stationsnät;62,7594;16,3141;220;1921-07-01;1987-02-01;Nej;Nej;undefined;NaN;NaN
116500;Ljusdal;SMHI;SMHIs stationsnät;61,8333;16,1333;140;1954-01-01;1976-01-01;Nej;Nej;undefined;NaN;NaN
122330;Ljusnedal;SMHI;SMHIs stationsnät;62,5482;12,6021;585;1921-07-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
123070;Lofsdalen;SMHI;SMHIs stationsnät;62,1132;13,2841;610;1961-01-01;1995-10-01;Nej;Nej;undefined;NaN;NaN
74530;Lommaryd;SMHI;SMHIs stationsnät;57,8887;14,7342;240;1921-07-01;2000-07-01;Nej;Nej;undefined;NaN;NaN
105100;Ludvika;SMHI;SMHIs stationsnät;60,1415;15,1759;165;1936-10-01;1941-01-01;Nej;Nej;undefined;NaN;NaN
162015;Luleå Sol;SMHI;Övriga stationer;65,5436;22,1113;26,2;2022-04-01;2022-06-01;Nej;Nej;undefined;NaN;NaN
162870;Luleå-Bergnäset;SMHI;SMHIs stationsnät;65,5746;22,1100;12,156;1926-05-01;2023-09-01;Nej;Nej;undefined;NaN;NaN
162860;Luleå-Kallax Flygplats;Försvarsmakten;SMHIs stationsnät;65,5430;22,1240;19,9;1949-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
53430;Lund;SMHI;SMHIs stationsnät;55,6932;13,2251;26,451;1780-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
53440;Lund LTH;SMHI;SMHIs stationsnät;55,7142;13,2152;73;1990-07-01;1999-03-09;Nej;Nej;undefined;NaN;NaN
53460;Lund geografiska institutionen;SMHI;SMHIs stationsnät;55,7100;13,2000;73;1941-04-01;1961-01-01;Nej;Nej;undefined;NaN;NaN
128390;Lungö A;SMHI;SMHIs stationsnät;62,6417;18,0899;14,325;1990-02-12;2026-02-10;Ja;Ja;undefined;NaN;NaN
83460;Lurö;SMHI;SMHIs stationsnät;58,7904;13,2534;55;1961-01-01;1997-08-05;Nej;Nej;undefined;NaN;NaN
148330;Lycksele A;SMHI;SMHIs stationsnät;64,5481;18,7130;210,07;1961-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
97240;Lyckås;SMHI;SMHIs stationsnät;59,4000;17,6666;15;1961-01-01;1974-04-01;Nej;Nej;undefined;NaN;NaN
83130;Längjum;SMHI;SMHIs stationsnät;58,2212;13,0607;95;1961-01-01;2005-01-01;Nej;Nej;undefined;NaN;NaN
137110;Lännäs;SMHI;SMHIs stationsnät;63,1663;17,6543;30;1945-01-01;2017-04-01;Nej;Nej;undefined;NaN;NaN
188700;Låktatjåkko;SMHI;SMHIs stationsnät;68,3750;18,4580;1 220;1961-03-01;1968-09-01;Nej;Nej;undefined;NaN;NaN
156730;Långvattnet;SMHI;SMHIs stationsnät;65,1049;16,6919;420;1925-11-01;1999-02-01;Nej;Nej;undefined;NaN;NaN
127140;Lörudden;SMHI;SMHIs stationsnät;62,2314;17,6623;2;1967-12-01;1986-02-01;Nej;Nej;undefined;NaN;NaN
151220;Lövånger;SMHI;SMHIs stationsnät;64,3636;21,3152;21;1945-01-01;2005-01-01;Nej;Nej;undefined;NaN;NaN
53220;Maglarp Aut;SMHI;SMHIs stationsnät;55,3840;13,0595;17;1984-05-01;1995-10-17;Nej;Nej;undefined;NaN;NaN
85040;Malexander;SMHI;SMHIs stationsnät;58,0729;15,2352;195;1949-01-01;1995-10-01;Nej;Nej;undefined;NaN;NaN
85050;Malexander A;SMHI;SMHIs stationsnät;58,0716;15,2330;197,27;1995-10-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
180750;Malmberget;SMHI;SMHIs stationsnät;67,1668;20,6349;400,731;1944-02-01;2020-02-01;Nej;Nej;undefined;NaN;NaN
53360;Malmö;SMHI;SMHIs stationsnät;55,5782;13,0141;13;1926-06-01;1990-01-01;Nej;Nej;undefined;NaN;NaN
53370;Malmö 2;SMHI;SMHIs stationsnät;55,6048;12,9841;3;1917-03-01;1964-05-01;Nej;Nej;undefined;NaN;NaN
52350;Malmö A;SMHI;SMHIs stationsnät;55,5715;13,0708;19,757;1990-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
53300;Malmö-Sturup Flygplats;Swedavia;SMHIs stationsnät;55,5231;13,3787;72;1972-12-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
103410;Malung;SMHI;SMHIs stationsnät;60,6717;13,7058;310;1916-04-01;2016-12-01;Nej;Nej;undefined;NaN;NaN
103420;Malung A;SMHI;SMHIs stationsnät;60,6765;13,7072;302,583;2009-10-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
158750;Malå;SMHI;SMHIs stationsnät;65,1812;18,7421;308,635;1945-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
158740;Malå-Brännan A;SMHI;SMHIs stationsnät;65,1512;18,5935;363,111;1995-12-15;2026-02-10;Ja;Ja;undefined;NaN;NaN
95670;Marieberg;SMHI;SMHIs stationsnät;59,5163;15,9802;15;1924-04-01;1934-10-01;Nej;Nej;undefined;NaN;NaN
85520;Mariedamm;SMHI;SMHIs stationsnät;58,8504;15,1611;136;1963-09-01;1983-04-01;Nej;Nej;undefined;NaN;NaN
97170;Mariefred;SMHI;SMHIs stationsnät;59,2661;17,2342;10;1981-10-01;1983-02-01;Nej;Nej;undefined;NaN;NaN
65130;Marielund;SMHI;SMHIs stationsnät;56,2182;15,5331;25;1921-07-01;1978-03-01;Nej;Nej;undefined;NaN;NaN
83440;Mariestad;SMHI;SMHIs stationsnät;58,7132;13,8210;48,245;1958-08-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
63280;Markaryd;SMHI;SMHIs stationsnät;56,4577;13,6159;113,846;1972-06-01;2023-01-01;Nej;Nej;undefined;NaN;NaN
172920;Markusvinsa;SMHI;SMHIs stationsnät;66,7259;22,8940;163,362;2002-05-01;2022-12-01;Nej;Nej;undefined;NaN;NaN
155720;Marsliden;SMHI;SMHIs stationsnät;65,0251;15,3668;550;2000-11-01;2013-12-01;Nej;Nej;undefined;NaN;NaN
86330;Marviken;SMHI;SMHIs stationsnät;58,5491;16,8157;10;1965-04-01;2002-07-01;Nej;Nej;undefined;NaN;NaN
96070;Mellösa;SMHI;SMHIs stationsnät;59,1014;16,5333;35;1945-01-01;1961-01-01;Nej;Nej;undefined;NaN;NaN
166910;Mierkenis A;SMHI;SMHIs stationsnät;66,6802;16,1053;613,982;1931-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
166900;Mierkenis Aut;SMHI;SMHIs stationsnät;66,6798;16,1137;600;1990-01-01;1996-11-01;Nej;Nej;undefined;NaN;NaN
133630;Mo;SMHI;SMHIs stationsnät;63,3166;13,4833;330;1935-07-01;1967-04-01;Nej;Nej;undefined;NaN;NaN
104300;Mockfjärd;SMHI;SMHIs stationsnät;60,5074;14,9585;192;1973-04-01;1995-12-01;Nej;Nej;undefined;NaN;NaN
93360;Molkom;SMHI;SMHIs stationsnät;59,6166;13,7500;93;1969-11-01;1979-02-01;Nej;Nej;undefined;NaN;NaN
73570;Molla;SMHI;SMHIs stationsnät;57,9360;13,0668;190;1979-07-01;2002-01-01;Nej;Nej;undefined;NaN;NaN
104580;Mora A;SMHI;SMHIs stationsnät;60,9601;14,5041;195,417;1949-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
114620;Mora-Noret;SMHI;SMHIs stationsnät;61,0162;14,5804;171;1937-04-01;1942-01-01;Nej;Nej;undefined;NaN;NaN
77170;Mossen;SMHI;SMHIs stationsnät;57,2833;17,0042;10;1956-05-01;1980-06-01;Nej;Nej;undefined;NaN;NaN
85330;Motala Kraftverk;SMHI;SMHIs stationsnät;58,5471;15,0753;94;1933-07-01;1991-01-01;Nej;Nej;undefined;NaN;NaN
73560;Mullsjö;SMHI;SMHIs stationsnät;57,9166;13,8833;240;1961-01-01;1971-08-01;Nej;Nej;undefined;NaN;NaN
62130;Munka-Ljungby;SMHI;SMHIs stationsnät;56,2287;12,9834;20;2002-05-01;2014-10-01;Nej;Nej;undefined;NaN;NaN
144160;Munsvattnet;SMHI;SMHIs stationsnät;64,2734;14,4510;520;1945-01-01;1997-05-01;Nej;Nej;undefined;NaN;NaN
183980;Muodoslompolo;SMHI;SMHIs stationsnät;67,9464;23,3869;249,187;1961-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
170850;Murjek;SMHI;SMHIs stationsnät;66,4826;20,8813;260;1948-08-01;1982-07-01;Nej;Nej;undefined;NaN;NaN
160790;Myrheden;SMHI;SMHIs stationsnät;65,2984;20,2124;250;1944-10-01;1984-07-01;Nej;Nej;undefined;NaN;NaN
93190;Mässvik;SMHI;SMHIs stationsnät;59,2222;13,1139;60;1945-01-01;1957-01-01;Nej;Nej;undefined;NaN;NaN
78320;Mästerby;SMHI;SMHIs stationsnät;57,4725;18,2739;36,385;2016-12-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
75240;Målilla;SMHI;SMHIs stationsnät;57,3964;15,8315;100;1946-12-01;2012-10-01;Nej;Nej;undefined;NaN;NaN
75250;Målilla A;SMHI;SMHIs stationsnät;57,3845;15,8009;95,667;2008-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
81060;Måseskär;SMHI;SMHIs stationsnät;58,0944;11,3348;14;1908-01-01;1995-11-01;Nej;Nej;undefined;NaN;NaN
81050;Måseskär A;SMHI;SMHIs stationsnät;58,0937;11,3312;14,973;1995-08-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
66320;Mörbylånga;SMHI;SMHIs stationsnät;56,5192;16,3918;2;1945-01-01;2021-09-01;Nej;Nej;undefined;NaN;NaN
133190;Mörsil;SMHI;SMHIs stationsnät;63,3183;13,6458;420,343;1971-07-01;2026-02-01;Nej;Nej;undefined;NaN;NaN
74630;Naglarp;SMHI;SMHIs stationsnät;57,4666;14,8833;250;1966-01-01;1971-01-01;Nej;Nej;undefined;NaN;NaN
191900;Naimakka;SMHI;SMHIs stationsnät;68,6763;21,5203;403;1961-01-01;1996-02-01;Nej;Nej;undefined;NaN;NaN
191910;Naimakka A;SMHI;SMHIs stationsnät;68,6762;21,5229;402,202;1995-10-26;2026-02-10;Ja;Ja;undefined;NaN;NaN
172680;Naisheden;SMHI;SMHIs stationsnät;66,5333;22,3666;95;1949-01-01;1962-07-01;Nej;Nej;undefined;NaN;NaN
170930;Nattavaara A;SMHI;SMHIs stationsnät;66,7516;20,9238;327,631;1945-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
171920;Nattavaara by;SMHI;SMHIs stationsnät;66,7586;21,0537;350;1962-04-01;2004-09-01;Nej;Nej;undefined;NaN;NaN
83420;Naven A;SMHI;SMHIs stationsnät;58,6994;13,1084;53,314;1996-06-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
71190;Nidingen A;SMHI;SMHIs stationsnät;57,3036;11,9049;3,785;1969-09-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
179950;Nikkaluokta;SMHI;SMHIs stationsnät;67,8488;19,0233;470;1961-01-01;1989-01-01;Nej;Nej;undefined;NaN;NaN
179960;Nikkaluokta A;SMHI;SMHIs stationsnät;67,8527;19,0212;466,765;1988-12-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
167600;Njuonjesbäck;SMHI;SMHIs stationsnät;66,9488;17,4796;380;1945-01-01;1946-07-01;Nej;Nej;undefined;NaN;NaN
114630;Noppikoski;SMHI;SMHIs stationsnät;61,5000;14,8500;340;1945-01-01;1967-10-01;Nej;Nej;undefined;NaN;NaN
95300;Nora;SMHI;SMHIs stationsnät;59,5164;15,0470;91;1874-01-01;1917-04-01;Nej;Nej;undefined;NaN;NaN
134090;Norderön;SMHI;SMHIs stationsnät;63,1611;14,3661;320,608;1956-08-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
81540;Nordkoster A;SMHI;SMHIs stationsnät;58,8920;11,0038;33,362;1967-09-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
139340;Nordmaling;SMHI;SMHIs stationsnät;63,5739;19,4875;4;1949-01-01;1987-04-01;Nej;Nej;undefined;NaN;NaN
128510;Nordvik;SMHI;SMHIs stationsnät;62,8485;18,0159;20;1945-01-01;1987-07-01;Nej;Nej;undefined;NaN;NaN
171780;Norriån;SMHI;SMHIs stationsnät;66,2500;21,8000;55;1968-07-18;1971-07-01;Nej;Nej;undefined;NaN;NaN
86360;Norrköping;SMHI;SMHIs stationsnät;58,6060;16,2127;3;1945-01-01;1964-04-01;Nej;Nej;undefined;NaN;NaN
86350;Norrköping-Kungsängen;SMHI;SMHIs stationsnät;58,5842;16,2383;5;1939-12-01;1980-09-01;Nej;Nej;undefined;NaN;NaN
86340;Norrköping-SMHI;SMHI;SMHIs stationsnät;58,5828;16,1470;40,334;1993-04-28;2026-02-10;Ja;Ja;undefined;NaN;NaN
86370;Norrköping-Sörby;SMHI;SMHIs stationsnät;58,6082;16,1212;27;1949-01-01;1993-07-01;Nej;Nej;undefined;NaN;NaN
157600;Norrsele;SMHI;SMHIs stationsnät;65,5657;17,4795;348;1945-01-01;1949-06-01;Nej;Nej;undefined;NaN;NaN
136270;Norrtannflo;SMHI;SMHIs stationsnät;63,3903;16,9792;140;1945-01-01;1952-05-01;Nej;Nej;undefined;NaN;NaN
98460;Norrtälje 2;SMHI;SMHIs stationsnät;59,7506;18,7091;25;1961-01-01;1984-04-01;Nej;Nej;undefined;NaN;NaN
98510;Norrtälje-Väsby;SMHI;SMHIs stationsnät;59,8524;18,7296;10;1989-01-01;1994-11-01;Nej;Nej;undefined;NaN;NaN
145260;Norråker;SMHI;SMHIs stationsnät;64,3308;15,7162;279;1975-08-01;1995-12-01;Nej;Nej;undefined;NaN;NaN
97160;Norsborg 2;SMHI;SMHIs stationsnät;59,2524;17,7989;15;1961-01-01;1970-05-01;Nej;Nej;undefined;NaN;NaN
