Id;Namn;Ägare;Nät;Latitud;Longitud;Höjd (m);Från;Till;Aktiv;Mobil;Vattendrag;Vattendragsnr;Area (km²)
82030;Garn;SMHI;SMHIs stationsnät;58,0492;12,1563;15;1994-03-02;2008-11-01;Nej;Nej;undefined;NaN;NaN
82110;Gendalen;SMHI;SMHIs stationsnät;58,1582;12,6448;87,63;1962-10-01;2026-02-01;Nej;Nej;undefined;NaN;NaN
63340;Genevad;SMHI;SMHIs stationsnät;56,5684;13,0338;20;1945-01-01;2002-07-01;Nej;Nej;undefined;NaN;NaN
155790;Gielas A;SMHI;SMHIs stationsnät;65,3269;15,0645;578,328;1996-10-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
73170;Gislaved;SMHI;SMHIs stationsnät;57,2847;13,5324;165;1972-07-01;1979-12-01;Nej;Nej;undefined;NaN;NaN
135640;Gisselås;SMHI;SMHIs stationsnät;63,7000;15,3666;320;1951-01-01;1965-08-01;Nej;Nej;undefined;NaN;NaN
76420;Gladhammar A;SMHI;SMHIs stationsnät;57,7068;16,4526;35,277;1995-08-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
62550;Glommen;SMHI;SMHIs stationsnät;56,9303;12,3579;6;1970-07-01;1995-06-02;Nej;Nej;undefined;NaN;NaN
159770;Glommersträsk;SMHI;SMHIs stationsnät;65,2764;19,6839;394,387;1967-12-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
85450;Godegård;SMHI;SMHIs stationsnät;58,7934;15,1670;133;1878-08-01;1988-03-01;Nej;Nej;undefined;NaN;NaN
89240;Gotska Sandön;SMHI;SMHIs stationsnät;58,3928;19,1970;12;1879-11-01;2007-01-01;Nej;Nej;undefined;NaN;NaN
89230;Gotska Sandön A;SMHI;SMHIs stationsnät;58,3939;19,1940;15,911;1995-12-15;2026-02-10;Ja;Ja;undefined;NaN;NaN
127600;Gran;SMHI;SMHIs stationsnät;62,0166;17,6333;20;1949-01-01;1967-11-01;Nej;Nej;undefined;NaN;NaN
103290;Granåbron;SMHI;SMHIs stationsnät;60,4403;13,8944;310;1949-05-01;1952-05-01;Nej;Nej;undefined;NaN;NaN
72070;Grimeton;SMHI;SMHIs stationsnät;57,1088;12,3940;35;1951-01-01;1976-06-01;Nej;Nej;undefined;NaN;NaN
112170;Grundforsen;SMHI;SMHIs stationsnät;61,2797;12,8568;412;1945-01-01;2013-05-29;Nej;Nej;undefined;NaN;NaN
108300;Grundkallen;SMHI;SMHIs stationsnät;60,5000;18,8666;23;1960-07-01;1979-12-01;Nej;Nej;undefined;NaN;NaN
105030;Grängesberg (fördelningsstation);SMHI;SMHIs stationsnät;60,0825;15,0200;300;1945-01-01;1954-05-01;Nej;Nej;undefined;NaN;NaN
84610;Gränna;SMHI;SMHIs stationsnät;58,0333;14,4666;130;1964-01-20;1965-06-11;Nej;Nej;undefined;NaN;NaN
82200;Grästorp;SMHI;SMHIs stationsnät;58,3354;12,6767;55;1953-01-01;1961-08-01;Nej;Nej;undefined;NaN;NaN
105360;Gråda Kraftverk;SMHI;SMHIs stationsnät;60,6046;15,0146;155;1957-10-01;1982-06-01;Nej;Nej;undefined;NaN;NaN
95380;Grönbo;SMHI;SMHIs stationsnät;59,6396;15,4180;85;1997-08-01;2003-03-01;Nej;Nej;undefined;NaN;NaN
99150;Grönskär;SMHI;SMHIs stationsnät;59,2792;19,0306;9;1942-01-01;1961-01-01;Nej;Nej;undefined;NaN;NaN
122610;Grövelsjön;SMHI;SMHIs stationsnät;62,0991;12,3153;815;1945-01-01;1969-05-01;Nej;Nej;undefined;NaN;NaN
145130;Gubbhögen A;SMHI;SMHIs stationsnät;64,2172;15,5529;310,221;1995-12-15;2026-02-10;Ja;Ja;undefined;NaN;NaN
84690;Gudhammar;SMHI;SMHIs stationsnät;58,9056;14,2250;75;1950-11-01;1954-09-01;Nej;Nej;undefined;NaN;NaN
147570;Gunnarn;SMHI;SMHIs stationsnät;65,0074;17,7085;280;1944-09-01;2013-04-13;Nej;Nej;undefined;NaN;NaN
147560;Gunnarn A;SMHI;SMHIs stationsnät;65,0094;17,6993;275,491;2008-11-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
76430;Gunnebo;SMHI;SMHIs stationsnät;57,7166;16,5333;18;1945-01-01;1973-06-01;Nej;Nej;undefined;NaN;NaN
87360;Gustaf Dalen A;SMHI;SMHIs stationsnät;58,5929;17,4704;25;1976-02-01;2008-12-01;Nej;Nej;undefined;NaN;NaN
98180;Gustavsberg;SMHI;SMHIs stationsnät;59,3226;18,3725;10;1971-01-01;2015-02-01;Nej;Nej;undefined;NaN;NaN
103090;Gustavsfors;SMHI;SMHIs stationsnät;60,1508;13,8062;189,492;1949-01-01;2026-02-01;Nej;Nej;undefined;NaN;NaN
103100;Gustavsfors A;SMHI;SMHIs stationsnät;60,1533;13,7990;187,153;1995-08-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
125490;Gustavsnäs D;SMHI;SMHIs stationsnät;62,8108;15,9333;300;2013-09-01;2013-10-01;Nej;Nej;undefined;NaN;NaN
172740;Gyljen;SMHI;SMHIs stationsnät;66,3792;22,7139;50;1945-01-01;1946-05-01;Nej;Nej;undefined;NaN;NaN
106170;Gysinge;SMHI;SMHIs stationsnät;60,2836;16,8857;63;1875-01-01;1908-02-01;Nej;Nej;undefined;NaN;NaN
94600;Gyttorp;SMHI;SMHIs stationsnät;59,4996;14,9637;115;1951-01-01;1966-01-01;Nej;Nej;undefined;NaN;NaN
144300;Gäddede;SMHI;SMHIs stationsnät;64,5037;14,1596;328;1905-11-01;2008-09-01;Nej;Nej;undefined;NaN;NaN
144310;Gäddede A;SMHI;SMHIs stationsnät;64,5044;14,2207;553,025;2008-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
180760;Gällivare A;SMHI;SMHIs stationsnät;67,1407;20,6413;358,975;1888-11-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
180740;Gällivare Flygplats;SMHI;SMHIs stationsnät;67,1358;20,8144;312;1971-04-18;1992-03-01;Nej;Nej;undefined;NaN;NaN
125501;Gällö;SMHI;SMHIs stationsnät;62,9167;15,2389;295;1894-06-01;1894-09-01;Nej;Nej;undefined;NaN;NaN
54650;Gärsnäs;SMHI;SMHIs stationsnät;55,5500;14,1833;45;1945-01-01;1969-03-01;Nej;Nej;undefined;NaN;NaN
106670;Gästrike-Hammarby 1;SMHI;SMHIs stationsnät;60,5501;16,5833;70;1949-05-01;1954-01-01;Nej;Nej;undefined;NaN;NaN
106680;Gästrike-Hammarby 2;SMHI;SMHIs stationsnät;60,5502;16,5833;70;1949-05-01;1954-01-01;Nej;Nej;undefined;NaN;NaN
106690;Gästrike-Hammarby 3;SMHI;SMHIs stationsnät;60,5503;16,5833;70;1949-05-01;1954-01-01;Nej;Nej;undefined;NaN;NaN
106630;Gästrike-Hammarby 4;SMHI;SMHIs stationsnät;60,5500;16,5833;70;1949-05-01;1968-01-01;Nej;Nej;undefined;NaN;NaN
7;Gävle;SMHI;Övriga stationer;60,6800;17,1500;12;2017-01-01;2022-12-01;Nej;Nej;undefined;NaN;NaN
107400;Gävle;SMHI;SMHIs stationsnät;60,6537;17,1693;16;1858-12-01;1995-08-01;Nej;Nej;undefined;NaN;NaN
107420;Gävle A;SMHI;SMHIs stationsnät;60,7161;17,1607;16,125;1995-08-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
84520;Gårdsjö A;SMHI;SMHIs stationsnät;58,8768;14,3875;210,675;1995-08-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
74350;Gödeberg;SMHI;SMHIs stationsnät;57,5666;14,6333;350;1945-01-01;1977-11-01;Nej;Nej;undefined;NaN;NaN
72630;Göteborg;SMHI;SMHIs stationsnät;57,6996;11,9673;30;1859-08-01;1961-01-01;Nej;Nej;undefined;NaN;NaN
71420;Göteborg A;SMHI;SMHIs stationsnät;57,7156;11,9924;3,038;1961-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
14;Göteborg-Angered;Icke namngiven ägare;Övriga stationer;57,8000;12,5000;90;2013-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
72420;Göteborg-Landvetter Flygplats;Swedavia;SMHIs stationsnät;57,6764;12,2919;154;1977-10-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
15;Göteborg-Rosenlund;Icke namngiven ägare;Övriga stationer;57,7200;11,9500;5;2013-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
16;Göteborg-Rya;Icke namngiven ägare;Övriga stationer;57,7000;11,9000;5;2013-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
74180;Hagshult;Försvarsmakten;SMHIs stationsnät;57,2920;14,1370;169,6;1945-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
62260;Hallands Väderö A;SMHI;SMHIs stationsnät;56,4496;12,5453;9,172;1945-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
135460;Hallhåxåsen A;SMHI;SMHIs stationsnät;63,7685;15,3279;375,391;1995-12-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
135440;Hallviken;SMHI;SMHIs stationsnät;63,7300;15,5000;337;1949-01-01;1978-12-01;Nej;Nej;undefined;NaN;NaN
62400;Halmstad;SMHI;SMHIs stationsnät;56,6737;12,9242;24;1859-02-01;2020-07-01;Nej;Nej;undefined;NaN;NaN
62390;Halmstad;SMHI;SMHIs stationsnät;56,6750;12,9247;25;2002-05-01;2005-01-01;Nej;Nej;undefined;NaN;NaN
62410;Halmstad flygplats;Flygplatsbolag (kommun/landsting);SMHIs stationsnät;56,6833;12,8167;31;1945-02-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
62420;Halmstad flygplats;SMHI;SMHIs stationsnät;56,6667;12,8500;4;1939-02-01;1955-06-01;Nej;Nej;undefined;NaN;NaN
54310;Hammenhög;SMHI;SMHIs stationsnät;55,5049;14,1589;50;1945-01-01;1971-07-01;Nej;Nej;undefined;NaN;NaN
138181;Hampnäs;SMHI;SMHIs stationsnät;63,2990;18,5869;5;1925-03-01;1929-04-01;Nej;Nej;undefined;NaN;NaN
114410;Hamra A;SMHI;SMHIs stationsnät;61,6599;14,9918;453,588;1973-03-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
62530;Hanarp V;SMHI;SMHIs stationsnät;56,8865;12,6739;50;1996-03-01;1997-01-01;Nej;Nej;undefined;NaN;NaN
64020;Hanö A;SMHI;SMHIs stationsnät;56,0135;14,8463;58,622;1937-04-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
163950;Haparanda;SMHI;SMHIs stationsnät;65,8367;24,1130;5;1859-07-01;2013-01-02;Nej;Nej;undefined;NaN;NaN
163960;Haparanda A;SMHI;SMHIs stationsnät;65,8237;24,1112;13,243;2008-11-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
170670;Harads;SMHI;SMHIs stationsnät;66,0833;20,9666;35;1951-01-01;1970-05-01;Nej;Nej;undefined;NaN;NaN
161780;Haraholmen;SMHI;SMHIs stationsnät;65,2391;21,6317;4;1973-09-01;1988-08-01;Nej;Nej;undefined;NaN;NaN
108600;Harg;SMHI;SMHIs stationsnät;60,1829;18,3964;15;1921-07-01;1952-10-01;Nej;Nej;undefined;NaN;NaN
180710;Harrträsk;SMHI;SMHIs stationsnät;67,0333;20,7000;410;1968-01-01;1972-01-01;Nej;Nej;undefined;NaN;NaN
87150;Harstena;SMHI;SMHIs stationsnät;58,2502;17,0095;5;1942-07-01;2001-12-11;Nej;Nej;undefined;NaN;NaN
87140;Harstena A;SMHI;SMHIs stationsnät;58,2506;17,0074;5;1995-12-15;2026-02-10;Ja;Ja;undefined;NaN;NaN
62080;Hasslarp;SMHI;SMHIs stationsnät;56,1333;12,8166;10;1932-04-01;1975-01-01;Nej;Nej;undefined;NaN;NaN
123250;Hede;SMHI;SMHIs stationsnät;62,4107;13,5184;430;1936-12-01;2007-08-01;Nej;Nej;undefined;NaN;NaN
74410;Hedenstorp;SMHI;SMHIs stationsnät;57,7653;14,1111;210;1955-04-01;1961-02-01;Nej;Nej;undefined;NaN;NaN
123340;Hedeviken;SMHI;SMHIs stationsnät;62,4104;13,6724;420;2008-10-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
161650;Hednoret;SMHI;SMHIs stationsnät;65,8333;21,5500;27;1956-09-01;1963-07-01;Nej;Nej;undefined;NaN;NaN
78420;Hejnum;SMHI;SMHIs stationsnät;57,6954;18,6377;53;1926-12-01;1939-06-01;Nej;Nej;undefined;NaN;NaN
62030;Helsingborg;SMHI;SMHIs stationsnät;56,0431;12,6906;5;1932-04-01;1995-08-01;Nej;Nej;undefined;NaN;NaN
62040;Helsingborg A;SMHI;SMHIs stationsnät;56,0304;12,7628;43,07;1995-08-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
155940;Hemavan;SMHI;SMHIs stationsnät;65,8210;15,0860;482,03;1965-06-01;2008-07-09;Nej;Nej;undefined;NaN;NaN
155970;Hemavan Flygplats;Flygplatsbolag (kommun/landsting);SMHIs stationsnät;65,8077;15,0854;458;2008-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
155960;Hemavan-Gierevarto A;SMHI;SMHIs stationsnät;65,7813;15,0623;793,504;1987-10-12;2026-02-10;Ja;Ja;undefined;NaN;NaN
138400;Hemling;SMHI;SMHIs stationsnät;63,6574;18,5318;190;1970-07-01;2011-08-01;Nej;Nej;undefined;NaN;NaN
138390;Hemling A;SMHI;SMHIs stationsnät;63,6503;18,5466;182,186;1995-12-15;2026-02-10;Ja;Ja;undefined;NaN;NaN
78140;Hemse;SMHI;SMHIs stationsnät;57,2437;18,3788;22,072;1919-01-01;2026-02-01;Nej;Nej;undefined;NaN;NaN
85210;Herrberga;SMHI;SMHIs stationsnät;58,3935;15,2184;90;1977-11-01;2007-05-01;Nej;Nej;undefined;NaN;NaN
78250;Herrvik;SMHI;SMHIs stationsnät;57,4208;18,9174;5;1968-07-01;1996-01-01;Nej;Nej;undefined;NaN;NaN
73230;Hestra D;SMHI;SMHIs stationsnät;57,4657;13,6271;225;1973-11-01;1996-02-01;Nej;Nej;undefined;NaN;NaN
52560;Hilleshög;SMHI;SMHIs stationsnät;55,9250;12,8472;60;1962-07-01;1962-08-01;Nej;Nej;undefined;NaN;NaN
68550;Hoburg;SMHI;SMHIs stationsnät;56,9222;18,1471;38;1879-11-01;2012-09-01;Nej;Nej;undefined;NaN;NaN
68560;Hoburg A;SMHI;SMHIs stationsnät;56,9209;18,1506;34,118;2009-06-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
86200;Holma;SMHI;SMHIs stationsnät;58,3339;16,8157;5;1962-05-01;1996-12-01;Nej;Nej;undefined;NaN;NaN
140360;Holmögadd A;SMHI;SMHIs stationsnät;63,5949;20,7565;6;1849-08-01;2008-01-11;Nej;Nej;undefined;NaN;NaN
140460;Holmön A;SMHI;SMHIs stationsnät;63,8070;20,8645;6,535;2005-05-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
161980;Holsvattnet;SMHI;SMHIs stationsnät;65,9666;21,6000;37;1921-07-01;1940-04-01;Nej;Nej;undefined;NaN;NaN
75520;Horn A;SMHI;SMHIs stationsnät;57,8861;15,8623;89,822;1995-12-15;2026-02-10;Ja;Ja;undefined;NaN;NaN
146070;Hoting;SMHI;SMHIs stationsnät;64,1236;16,2149;240;1924-03-01;1997-10-01;Nej;Nej;undefined;NaN;NaN
146050;Hoting A;SMHI;SMHIs stationsnät;64,0875;16,2356;241,55;1996-02-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
92421;Hovsten;SMHI;SMHIs stationsnät;59,7302;12,1426;131;1921-10-01;1924-07-01;Nej;Nej;undefined;NaN;NaN
20;Huddinge;Icke namngiven ägare;Övriga stationer;59,2000;18,0000;30;2013-01-01;2016-11-01;Nej;Nej;undefined;NaN;NaN
117440;Hudiksvall;SMHI;SMHIs stationsnät;61,7152;17,0829;12;1952-03-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
72500;Hulan;SMHI;SMHIs stationsnät;57,7556;12,2417;20;1922-09-01;1922-10-01;Nej;Nej;undefined;NaN;NaN
86410;Hultsbruk;SMHI;SMHIs stationsnät;58,6756;16,1346;50;1921-07-01;1936-04-01;Nej;Nej;undefined;NaN;NaN
75410;Hultsfred;SMHI;SMHIs stationsnät;57,4931;15,8528;109;1949-01-01;1966-02-01;Nej;Nej;undefined;NaN;NaN
125450;Hunge;SMHI;SMHIs stationsnät;62,7540;15,0921;342;1945-01-01;2004-06-01;Nej;Nej;undefined;NaN;NaN
125440;Hunge A;SMHI;SMHIs stationsnät;62,7504;15,0845;343,238;1995-10-06;2026-02-10;Ja;Ja;undefined;NaN;NaN
98290;Husarö;SMHI;SMHIs stationsnät;59,5052;18,8417;10;1969-06-01;2015-01-01;Nej;Nej;undefined;NaN;NaN
74480;Huskvarna;SMHI;SMHIs stationsnät;57,7867;14,2837;94,291;1919-01-01;1977-11-01;Nej;Nej;undefined;NaN;NaN
88590;Huvudskär;SMHI;SMHIs stationsnät;58,9639;18,5708;5;1949-01-01;1965-01-01;Nej;Nej;undefined;NaN;NaN
89560;Huvudskär Ost A;SMHI;SMHIs stationsnät;58,9334;19,1833;4;2004-09-01;2010-07-15;Nej;Nej;undefined;NaN;NaN
149700;Hällnäs;SMHI;SMHIs stationsnät;64,3088;19,6293;245;1937-08-01;1945-01-01;Nej;Nej;undefined;NaN;NaN
149710;Hällnäs Skogsskola;SMHI;SMHIs stationsnät;64,3333;19,5000;175;1930-01-01;1965-10-16;Nej;Nej;undefined;NaN;NaN
149160;Hällnäs-Lund;SMHI;SMHIs stationsnät;64,2684;19,6314;181;1949-01-01;1989-03-01;Nej;Nej;undefined;NaN;NaN
83190;Hällum A;SMHI;SMHIs stationsnät;58,3218;13,0379;70,071;1995-12-15;2026-02-10;Ja;Ja;undefined;NaN;NaN
107401;Hälsan;SMHI;SMHIs stationsnät;60,6802;17,1691;5;1921-07-01;1931-10-01;Nej;Nej;undefined;NaN;NaN
86051;Häradskär;SMHI;SMHIs stationsnät;58,1473;16,9878;6;1937-11-01;1941-01-01;Nej;Nej;undefined;NaN;NaN
83251;Härlingstorp;SMHI;SMHIs stationsnät;58,3725;13,5767;123;1938-05-01;1938-10-01;Nej;Nej;undefined;NaN;NaN
128370;Härnö;SMHI;SMHIs stationsnät;62,6183;18,0618;10;1970-10-01;1990-01-01;Nej;Nej;undefined;NaN;NaN
127380;Härnösand;SMHI;SMHIs stationsnät;62,6364;17,9214;17,655;1858-11-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
85180;Härsnäs;SMHI;SMHIs stationsnät;58,2884;15,2336;126,803;2007-06-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
97610;Hässelby;SMHI;SMHIs stationsnät;59,3727;17,8197;25;1962-09-01;1963-06-01;Nej;Nej;undefined;NaN;NaN
75380;Hässleby;SMHI;SMHIs stationsnät;57,6295;15,5725;190;1919-01-01;1987-07-01;Nej;Nej;undefined;NaN;NaN
63080;Hässleholm;SMHI;SMHIs stationsnät;56,1367;13,7445;50;1951-05-01;1971-07-01;Nej;Nej;undefined;NaN;NaN
63160;Hästveda;Försvarsmakten;SMHIs stationsnät;56,2800;13,9431;102,5;2010-03-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
81630;Hållö;SMHI;SMHIs stationsnät;58,3333;11,2166;16;1951-01-01;1970-01-01;Nej;Nej;undefined;NaN;NaN
91520;Hångstad;SMHI;SMHIs stationsnät;59,8633;11,9746;130;1969-05-01;1986-03-01;Nej;Nej;undefined;NaN;NaN
62160;Höganäs;SMHI;SMHIs stationsnät;56,1917;12,6014;5;1955-01-01;1962-07-01;Nej;Nej;undefined;NaN;NaN
128560;Högbonden;SMHI;SMHIs stationsnät;62,8662;18,4780;75;1961-01-01;1964-01-01;Nej;Nej;undefined;NaN;NaN
2;Högdalen;Icke namngiven ägare;Övriga stationer;59,3000;17,8000;42;2013-01-01;2013-05-01;Nej;Nej;undefined;NaN;NaN
145340;Högland;SMHI;SMHIs stationsnät;64,5666;15,9166;401;1949-01-01;1975-07-01;Nej;Nej;undefined;NaN;NaN
133050;Höglekardalen;SMHI;SMHIs stationsnät;63,0785;13,7488;594,865;1962-02-01;2026-02-01;Nej;Nej;undefined;NaN;NaN
95020;Högsjö;SMHI;SMHIs stationsnät;59,0297;15,6858;69;1924-07-01;1994-01-01;Nej;Nej;undefined;NaN;NaN
83610;Högstena;SMHI;SMHIs stationsnät;58,2333;13,7166;211;1962-09-01;1965-01-01;Nej;Nej;undefined;NaN;NaN
91660;Högsäter;SMHI;SMHIs stationsnät;59,8800;11,9700;135;1961-01-01;1969-05-01;Nej;Nej;undefined;NaN;NaN
162970;Högsön;SMHI;SMHIs stationsnät;65,8849;22,3961;8;1918-07-01;1981-09-01;Nej;Nej;undefined;NaN;NaN
19025;Höksta;SMHI;Övriga stationer;59,4176;16,1717;0;2025-10-17;2026-02-10;Ja;Ja;undefined;NaN;NaN
53630;Hököpinge;SMHI;SMHIs stationsnät;55,5000;13,0166;17;1931-01-01;1968-10-01;Nej;Nej;undefined;NaN;NaN
117370;Hölick;SMHI;SMHIs stationsnät;61,6239;17,4401;5;1987-06-01;1995-11-01;Nej;Nej;undefined;NaN;NaN
102540;Höljes;SMHI;SMHIs stationsnät;60,9053;12,5876;236,488;1933-03-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
83740;Hönsäter;SMHI;SMHIs stationsnät;58,6331;13,4305;80;1921-07-01;1940-03-01;Nej;Nej;undefined;NaN;NaN
53530;Hörby A;SMHI;SMHIs stationsnät;55,8624;13,6673;112,812;1995-08-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
107041;Hörnet;SMHI;SMHIs stationsnät;60,1259;17,5020;43;1938-06-01;1938-10-01;Nej;Nej;undefined;NaN;NaN
96501;Hörnsjöfors;SMHI;SMHIs stationsnät;59,9484;16,2219;63;1921-07-01;1923-04-01;Nej;Nej;undefined;NaN;NaN
53531;Höör;SMHI;SMHIs stationsnät;55,9333;13,5500;75;1921-07-01;1925-02-01;Nej;Nej;undefined;NaN;NaN
105230;Idkerberget;SMHI;SMHIs stationsnät;60,3758;15,2310;260;1945-01-01;2010-04-01;Nej;Nej;undefined;NaN;NaN
112540;Idre Fjäll;SMHI;SMHIs stationsnät;61,8897;12,8525;866,126;1985-05-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
147270;Idvattnet;SMHI;SMHIs stationsnät;64,4542;17,0794;352;1982-10-01;1996-02-01;Nej;Nej;undefined;NaN;NaN
115460;Johannesberg;SMHI;SMHIs stationsnät;61,8578;15,2128;510;1945-01-01;1957-01-01;Nej;Nej;undefined;NaN;NaN
169880;Jokkmokk;SMHI;SMHIs stationsnät;66,6135;19,8316;240;1860-11-01;2018-07-01;Nej;Nej;undefined;NaN;NaN
170860;Jokkmokk Flygplats;Försvarsmakten;SMHIs stationsnät;66,4910;20,1420;275,4;2000-03-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
62560;Jonstorp;SMHI;SMHIs stationsnät;56,9310;12,5514;25;1964-02-01;1998-01-01;Nej;Nej;undefined;NaN;NaN
53250;Jordberga;SMHI;SMHIs stationsnät;55,4114;13,4001;40;1945-01-01;1975-01-01;Nej;Nej;undefined;NaN;NaN
143440;Jormlien;SMHI;SMHIs stationsnät;64,7291;13,9819;383,088;1967-09-01;2026-02-01;Nej;Nej;undefined;NaN;NaN
136420;Junsele;SMHI;SMHIs stationsnät;63,6845;16,9508;215;1903-08-01;2008-07-01;Nej;Nej;undefined;NaN;NaN
136410;Junsele A;SMHI;SMHIs stationsnät;63,6839;16,9500;218,766;2008-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
166810;Jäckvik;SMHI;SMHIs stationsnät;66,3874;16,9714;433,56;1931-03-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
126480;Järkvissle;SMHI;SMHIs stationsnät;62,8166;16,6833;90;1971-11-01;1972-06-01;Nej;Nej;undefined;NaN;NaN
139260;Järnäsklubb A;SMHI;SMHIs stationsnät;63,4351;19,6731;5,928;1993-12-13;2026-02-10;Ja;Ja;undefined;NaN;NaN
133240;Järpströmmen;SMHI;SMHIs stationsnät;63,3903;13,3845;386,652;1961-07-01;1974-11-01;Nej;Nej;undefined;NaN;NaN
116430;Järvsö;SMHI;SMHIs stationsnät;61,7112;16,1654;148,945;1951-02-01;2023-02-01;Nej;Nej;undefined;NaN;NaN
4;Jönköping;Icke namngiven ägare;Övriga stationer;57,8000;14,2000;120;2013-06-01;2023-04-01;Nej;Nej;undefined;NaN;NaN
74470;Jönköping;SMHI;SMHIs stationsnät;57,7666;14,1833;98;1858-12-01;1978-10-01;Nej;Nej;undefined;NaN;NaN
74460;Jönköping-Axamos Flygplats;Flygplatsbolag (kommun/landsting);SMHIs stationsnät;57,7514;14,0733;226;1962-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
74450;Jönköpings gamla flygplats;Icke namngiven ägare;SMHIs stationsnät;57,7500;14,1700;98;1936-11-01;1959-02-01;Nej;Nej;undefined;NaN;NaN
163940;Kalix;SMHI;SMHIs stationsnät;65,8500;23,2000;6;1949-01-01;1969-11-01;Nej;Nej;undefined;NaN;NaN
66430;Kalmar;SMHI;SMHIs stationsnät;56,7270;16,2944;15;1858-12-01;1996-02-01;Nej;Nej;undefined;NaN;NaN
66420;Kalmar flygplats;Flygplatsbolag (kommun/landsting);SMHIs stationsnät;56,6784;16,2922;6;1944-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
168910;Karats;SMHI;SMHIs stationsnät;66,6932;18,8146;414;1974-02-01;1974-08-01;Nej;Nej;undefined;NaN;NaN
192830;Karesuando;SMHI;SMHIs stationsnät;68,4421;22,4502;330;1878-10-01;2012-09-01;Nej;Nej;undefined;NaN;NaN
192840;Karesuando A;SMHI;SMHIs stationsnät;68,4418;22,4435;329,68;2008-11-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
84310;Karlsborg;Försvarsmakten;SMHIs stationsnät;58,5140;14,5070;94,5;1945-01-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
76090;Karlshammar;SMHI;SMHIs stationsnät;57,1500;16,4500;8;1940-01-01;1966-07-01;Nej;Nej;undefined;NaN;NaN
64130;Karlshamn;SMHI;SMHIs stationsnät;56,1820;14,8494;5;1858-12-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
64131;Karlshamns sockerbruk;SMHI;SMHIs stationsnät;56,1639;14,8612;5;1932-06-01;1936-08-01;Nej;Nej;undefined;NaN;NaN
94200;Karlskoga;SMHI;SMHIs stationsnät;59,3271;14,5191;140;1921-07-01;1925-06-01;Nej;Nej;undefined;NaN;NaN
65090;Karlskrona-Söderstjerna;Försvarsmakten;SMHIs stationsnät;56,1500;15,5890;2,4;2010-03-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
8;Karlstad;Icke namngiven ägare;Övriga stationer;59,5000;13,5000;60;2013-01-01;2015-11-01;Nej;Nej;undefined;NaN;NaN
93250;Karlstad;SMHI;SMHIs stationsnät;59,3840;13,4455;80;1858-12-01;2008-10-01;Nej;Nej;undefined;NaN;NaN
93230;Karlstad Aut;SMHI;SMHIs stationsnät;59,3610;13,4728;46;1986-09-01;1994-09-01;Nej;Nej;undefined;NaN;NaN
93220;Karlstad Flygplats;Flygplatsbolag (kommun/landsting);SMHIs stationsnät;59,4446;13,3374;107;1942-06-01;2026-02-10;Ja;Ja;undefined;NaN;NaN
64040;Karpalund;SMHI;SMHIs stationsnät;56,0500;14,1000;4;1945-01-01;1975-01-01;Nej;Nej;undefined;NaN;NaN
